"","BIOCHEMICAL","SUPER.PATHWAY","SUB.PATHWAY","COMP.ID","PLATFORM","CHEMICAL.ID","RI","MASS","CAS","PUBCHEM","KEGG","HMDB"
"met658","sphingomyelin (d18:1/18:1, d18:2/18:0)","Lipid","Sphingolipid Metabolism",37529,"LC/MS Pos Late",100002106,2167,729.5905,"108392-10-5",6443882,"",""
"met659","sphingomyelin (d18:1/19:0, d19:1/18:0)*","Lipid","Sphingolipid Metabolism",57475,"LC/MS Pos Late",100015787,2330,745.62178,"",NA,"","HMDB12102"
"met660","sphingomyelin (d18:1/20:0, d16:1/22:0)*","Lipid","Sphingolipid Metabolism",48490,"LC/MS Pos Late",100006290,2685,759.6375,"",NA,"",""
"met661","sphingomyelin (d18:1/20:1, d18:2/20:0)*","Lipid","Sphingolipid Metabolism",48491,"LC/MS Pos Late",100006292,2383,757.6218,"222403-67-0",NA,"",""
"met662","sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*","Lipid","Sphingolipid Metabolism",57481,"LC/MS Pos Late",100006293,2039,755.60615,"",NA,"",""
"met663","sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*","Lipid","Sphingolipid Metabolism",52495,"LC/MS Pos Late",100009025,2793,773.65311,"",NA,"","HMDB12104"
"met664","sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*","Lipid","Sphingolipid Metabolism",48493,"LC/MS Pos Late",100006295,2666,785.65311,"",NA,"",""
"met665","sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*","Lipid","Sphingolipid Metabolism",57477,"LC/MS Pos Late",100006296,2209,783.63746,"",NA,"","HMDB12107"
"met666","sphingomyelin (d18:1/24:1, d18:2/24:0)*","Lipid","Sphingolipid Metabolism",47153,"LC/MS Pos Late",100005986,3033,813.68441,"94359-13-4",NA,"",""
"met667","sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*","Lipid","Sphingolipid Metabolism",57478,"LC/MS Pos Late",100015792,3220,829.71571,"",NA,"",""
"met668","sphingomyelin (d18:2/14:0, d18:1/14:1)*","Lipid","Sphingolipid Metabolism",47154,"LC/MS Pos Late",100005985,1860,673.5279,"",NA,"",""
"met669","sphingomyelin (d18:2/16:0, d18:1/16:1)*","Lipid","Sphingolipid Metabolism",42459,"LC/MS Pos Late",100004329,2002,701.5592,"",NA,"",""
"met670","sphingomyelin (d18:2/18:1)*","Lipid","Sphingolipid Metabolism",57474,"LC/MS Pos Late",100015788,1904,727.57485,"",NA,"",""
"met671","sphingomyelin (d18:2/21:0, d16:2/23:0)*","Lipid","Sphingolipid Metabolism",57480,"LC/MS Pos Late",100015790,2330,771.63748,"",NA,"",""
"met672","sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*","Lipid","Sphingolipid Metabolism",52435,"LC/MS Pos Late",100008956,2845,799.66868,"",NA,"",""
"met673","sphingomyelin (d18:2/23:1)*","Lipid","Sphingolipid Metabolism",57482,"LC/MS Pos Late",100015791,2315,797.65308,"",NA,"",""
"met674","sphingomyelin (d18:2/24:1, d18:1/24:2)*","Lipid","Sphingolipid Metabolism",52437,"LC/MS Pos Late",100008957,2635,811.66868,"",NA,"",""
"met675","sphingomyelin (d18:2/24:2)*","Lipid","Sphingolipid Metabolism",57479,"LC/MS Pos Late",100015789,2215,809.65308,"",NA,"","HMDB00252"
"met676","sphingosine","Lipid","Sphingolipid Metabolism",17747,"LC/MS Pos Late",297,1393,300.28971,"123-78-4",5353955,"C00319","HMDB00277"
"met677","sphingosine 1-phosphate","Lipid","Sphingolipid Metabolism",34445,"LC/MS Polar",100000626,1850,378.24148,"26993-30-6",5283560,"C06124","HMDB04827"
"met678","stachydrine","Xenobiotics","Food Component/Plant",34384,"LC/MS Pos Early",100001296,1440,144.10191,"4136-37-2",115244,"C10172","HMDB00827"
"met679","stearate (18:0)","Lipid","Long Chain Fatty Acid",1358,"LC/MS Neg",439,5872,283.26425,"57-11-4",5281,"C01530","HMDB06547"
"met680","stearidonate (18:4n3)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",33969,"LC/MS Neg",100001229,5395,275.20165,"111174-40-4",5312508,"C16300","HMDB13078"
"met681","stearoyl ethanolamide","Lipid","Endocannabinoid",38625,"LC/MS Pos Late",100002254,1787,328.32101,"111-57-9",27902,"","HMDB01348"
"met682","stearoyl sphingomyelin (d18:1/18:0)","Lipid","Sphingolipid Metabolism",19503,"LC/MS Pos Late",1538,2400,731.60615,"85187-10-6;85187-10-6",6453725,"C00550",""
"met683","stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*","Lipid","Diacylglycerol",57450,"LC/MS Pos Late",100010949,3404,662.57181,"",NA,"",""
"met684","stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*","Lipid","Diacylglycerol",57449,"LC/MS Pos Late",100010950,3522,662.57181,"",NA,"","HMDB00848"
"met685","stearoylcarnitine (C18)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",34409,"LC/MS Pos Late",100001391,1485,428.37344,"18822-91-8",6426855,"",""
"met686","stearoylcholine*","Lipid","Fatty Acid Metabolism (Acyl Choline)",57464,"LC/MS Pos Late",100015759,1520,370.36797,"",NA,"",""
"met687","stearoyl-linoleoyl-glycerol (18:0/18:2) [2]*","Lipid","Diacylglycerol",54947,"LC/MS Pos Late",100010921,3762,638.57181,"",NA,"","HMDB00893"
"met688","suberate (octanedioate)","Lipid","Fatty Acid, Dicarboxylate",15730,"LC/MS Polar",100000016,2577.6,173.08193,"505-48-6",10457,"C08278",""
"met689","suberoylcarnitine (C8-DC)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",52990,"LC/MS Pos Early",100006627,2964,318.19112,"",NA,"","HMDB00254"
"met690","succinate","Energy","TCA Cycle",1437,"LC/MS Pos Early",252,1150,101.02333,"110-15-6",1110,"C00042","HMDB61717"
"met691","succinylcarnitine (C4-DC)","Energy","TCA Cycle",37058,"LC/MS Pos Early",100001948,2291,262.12852,"256928-74-2",71464481,"","HMDB00258"
"met692","sucrose","Carbohydrate","Disaccharides and Oligosaccharides",1519,"LC/MS Polar",935,3092,387.11442,"57-50-1",5988,"C00089","HMDB01448"
"met693","sulfate*","Xenobiotics","Chemical",46960,"LC/MS Neg",100002528,616,96.9601,"14808-79-8",1118,"C00059","HMDB00956"
"met694","tartarate","Xenobiotics","Food Component/Plant",15336,"LC/MS Neg",100000295,615.3,149.00916,"87-69-4;6106-24-7",444305,"C00898","HMDB35227"
"met695","tartronate (hydroxymalonate)","Xenobiotics","Bacterial/Fungal",20693,"LC/MS Neg",100000840,610,118.99859,"80-69-3",45,"C02287","HMDB00251"
"met696","taurine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",2125,"LC/MS Pos Early",512,660,126.02195,"107-35-7",1123,"C00245","HMDB00932"
"met697","tauro-beta-muricholate","Lipid","Primary Bile Acid Metabolism",33983,"LC/MS Neg",100001250,4774,514.28439,"25696-60-0",168408,"","HMDB00951"
"met698","taurochenodeoxycholate","Lipid","Primary Bile Acid Metabolism",18494,"LC/MS Neg",1629,5250,498.28948,"6009-98-9",387316,"C05465","HMDB00036"
"met699","taurocholate","Lipid","Primary Bile Acid Metabolism",18497,"LC/MS Neg",1648,5150,514.28439,"145-42-6",6675,"C05122",""
"met700","taurocholenate sulfate","Lipid","Secondary Bile Acid Metabolism",32807,"LC/MS Neg",100001990,4750,279.61422,"",NA,"","HMDB00896"
"met701","taurodeoxycholate","Lipid","Secondary Bile Acid Metabolism",12261,"LC/MS Neg",1668,5257.4,498.28948,"207737-97-1",2733768,"C05463",""
"met702","taurohyodeoxycholic acid","Lipid","Secondary Bile Acid Metabolism",43588,"LC/MS Neg",100003869,5073,498.28948,"38411-85-7",119046,"","HMDB00722"
"met703","taurolithocholate","Lipid","Secondary Bile Acid Metabolism",31889,"LC/MS Neg",100001065,5345,482.29456,"516-90-5",10595,"C02592","HMDB02580"
"met704","taurolithocholate 3-sulfate","Lipid","Secondary Bile Acid Metabolism",36850,"LC/MS Neg",100001658,5026.7,280.62205,"64936-83-0",440071,"C03642","HMDB00874"
"met705","tauroursodeoxycholate","Lipid","Secondary Bile Acid Metabolism",39378,"LC/MS Neg",100002912,5025,498.28948,"14605-22-2",9848818,"","HMDB00872"
"met706","tetradecanedioate","Lipid","Fatty Acid, Dicarboxylate",35669,"LC/MS Neg",100001613,4000,257.17583,"821-38-5",13185,"",""
"met707","thioproline","Xenobiotics","Chemical",53231,"LC/MS Pos Early",100009232,1250,134.02703,"34592-47-4",93176,"","HMDB00943"
"met708","threonate","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",27738,"LC/MS Polar",100001022,2384,135.02989,"70753-61-6",151152,"C01620","HMDB00167"
"met709","threonine","Amino Acid","Glycine, Serine and Threonine Metabolism",1284,"LC/MS Pos Early",564,1514,120.06552,"72-19-5",6288,"C00188","HMDB00273"
"met710","thymidine","Nucleotide","Pyrimidine Metabolism, Thymine containing",2183,"LC/MS Neg",872,1963.7,241.08299,"50-89-5",5789,"C00214","HMDB00262"
"met711","thymine","Nucleotide","Pyrimidine Metabolism, Thymine containing",604,"LC/MS Neg",882,1654,125.03565,"65-71-4",1135,"C00178","HMDB01878"
"met712","thymol sulfate","Xenobiotics","Food Component/Plant",36095,"LC/MS Neg",100001757,4410,229.054,"89-83-8",NA,"C09908","HMDB01918"
"met713","thyroxine","Amino Acid","Tyrosine Metabolism",2761,"LC/MS Neg",1094,4808,775.67944,"51-48-9",5819,"C01829","HMDB02366"
"met714","tiglylcarnitine (C5:1-DC)","Amino Acid","Leucine, Isoleucine and Valine Metabolism",35428,"LC/MS Pos Early",100001597,2962,244.15434,"64191-86-2",22833596,"","HMDB00301"
"met715","trans-urocanate","Amino Acid","Histidine Metabolism",607,"LC/MS Pos Early",537,2285,139.05021,"104-98-3",736715,"C00785","HMDB12105"
"met716","tricosanoyl sphingomyelin (d18:1/23:0)*","Lipid","Sphingolipid Metabolism",52436,"LC/MS Pos Late",100008955,3200,801.68441,"",NA,"","HMDB00875"
"met717","trigonelline (N'-methylnicotinate)","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",32401,"LC/MS Pos Early",100001092,1388,138.05496,"535-83-1",5570,"C01004","HMDB00925"
"met718","trimethylamine N-oxide","Lipid","Phospholipid Metabolism",40406,"LC/MS Pos Early",100003397,2100,76.07569,"1184-78-7",1145,"C01104","HMDB00929"
"met719","tryptophan","Amino Acid","Tryptophan Metabolism",54,"LC/MS Pos Early",565,2986,205.09716,"73-22-3",6305,"C00078","HMDB61115"
"met720","tryptophan betaine","Amino Acid","Tryptophan Metabolism",37097,"LC/MS Pos Early",100001743,2673,247.14411,"20671-76-5",442106,"C09213","HMDB00158"
"met721","tyrosine","Amino Acid","Tyrosine Metabolism",1299,"LC/MS Pos Early",815,2430,182.08117,"60-18-4",6057,"C00082","HMDB00288"
"met722","uridine 5'-monophosphate (UMP)","Nucleotide","Pyrimidine Metabolism, Uracil containing",2856,"LC/MS Pos Early",869,590,325.04315,"3387-36-8",6030,"C00105","HMDB00888"
"met723","undecanedioate","Lipid","Fatty Acid, Dicarboxylate",42395,"LC/MS Neg",100001617,2440,215.12888,"1852-04-6",15816,"","HMDB00300"
"met724","uracil","Nucleotide","Pyrimidine Metabolism, Uracil containing",605,"LC/MS Polar",825,1089.7,111.02,"66-22-8",1174,"C00106","HMDB00289"
"met725","urate","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",1604,"LC/MS Neg",1134,757.1,167.02106,"69-93-2;120K5305",1175,"C00366","HMDB00294"
"met726","urea","Amino Acid","Urea cycle; Arginine and Proline Metabolism",1670,"LC/MS Pos Early",533,700,121.07201,"57-13-6",1176,"C00086","HMDB00296"
"met727","uridine","Nucleotide","Pyrimidine Metabolism, Uracil containing",606,"LC/MS Neg",535,1457.6,243.06226,"58-96-8",6029,"C00299","HMDB00946"
"met728","ursodeoxycholate","Lipid","Secondary Bile Acid Metabolism",1605,"LC/MS Neg",1135,5055,391.28538,"128-13-2",31401,"C07880","HMDB00883"
"met729","valine","Amino Acid","Leucine, Isoleucine and Valine Metabolism",1649,"LC/MS Pos Early",566,2479,118.08626,"72-18-4",6287,"C00183","HMDB00913"
"met730","vanillactate","Amino Acid","Tyrosine Metabolism",54910,"LC/MS Neg",100006129,1625,211.06119,"2475-56-1",160637,"",""
"met731","vanillic alcohol sulfate","Amino Acid","Tyrosine Metabolism",48733,"LC/MS Neg",100006125,1808,233.01253,"754920-02-0",NA,"","HMDB00292"
"met732","xanthine","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",3147,"LC/MS Neg",1004,910,151.02615,"69-89-6",1188,"C00385",""
"met733","ximenoylcarnitine (C26:1)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",57517,"LC/MS Pos Late",100015836,1607,538.48299,"",NA,"",""
