BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,PLATFORM,RI,MASS,PUBCHEM,KEGG,HMDB,Cat 1_vial 1,Cat 2_vial 1,cat 3_vial 1,cat 4_vial 1,cat 5_vial 1,cat 6_vial 1,cat 7_vial 1,cat 8_vial 1,cat 1_vial 2,cat 2_vial 2,cat 3_vial 2,cat 4_vial 2,cat 5_vial 2,cat 6_vial 2,cat 7_vial 2,cat 8_vial 2,cat 1_vial 3,cat 2_vial 3,cat 3_vial 3,cat 4_vial 3,cat 5_vial 3,cat 6_vial 3,cat 7_vial 3,cat 8_vial 3
1-oleoyl-GPC (18:1),Lipid,Lysophospholipid,LC/MS Pos Late,1540,522.35542,16081932,,HMDB02815,"310,066,656","544,229,056","514,163,104","398,891,104","334,709,088","332,593,760","321,659,200","410,958,336","322,686,144","548,805,312","554,456,832","445,038,976","361,693,184","378,426,592","338,617,088","418,256,704","369,978,944","548,550,016","545,447,552","440,095,200","357,110,592","432,876,128","275,881,536","483,197,312"
1-oleoyl-GPE (18:1),Lipid,Lysophospholipid,LC/MS Pos Late,1554,480.30847,9547071,,HMDB11506,"9,323,896","28,280,776","22,164,396","14,210,178","14,275,388","11,002,756","10,840,083","16,971,472","9,063,626","26,532,512","23,779,064","16,615,924","15,267,795","12,356,977","9,890,279","15,706,930","12,723,410","30,835,650","24,830,644","14,745,419","14,882,019","14,327,477","8,003,159","17,642,452"
1-oleoyl-GPG (18:1)*,Lipid,Lysophospholipid,LC/MS Polar,825,509.28849,,,,"444,706","919,073","641,800","412,107","459,191","638,325","668,740","714,504","413,371","928,493","796,536","490,851","442,429","804,484","742,282","639,680","469,153","813,380","809,934","569,918","447,694","779,202","678,605","808,624"
1-oleoyl-GPI (18:1)*,Lipid,Lysophospholipid,LC/MS Neg,5599,597.30453,,,,"3,201,801","3,912,709","6,620,086","3,392,260","2,577,560","3,152,200","2,877,724","3,413,909","4,533,785","6,185,891","5,534,470","4,476,213","2,284,288","6,001,546","4,396,863","3,240,337","3,407,212","5,517,616","4,960,703","4,609,477","3,262,473","6,068,554","5,102,858","3,396,518"
1-oleoyl-GPS (18:1),Lipid,Lysophospholipid,LC/MS Neg,5607,522.28374,9547099,,HMDB61694,"460,996","110,921","307,641","152,001","756,279","659,043","817,724","894,241","804,888",,"260,437","576,468","671,516","700,495","822,606","636,683","522,750","101,089","202,074","385,067","752,842","938,681","767,795","846,321"
1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*,Lipid,Phosphatidylcholine (PC),LC/MS Pos Late,1850,754.53813,,,HMDB08008,"2,529,776","7,346,857","5,009,094","3,495,740","3,757,011","2,812,232","2,252,676","4,028,438","2,696,581","7,802,399","5,187,550","3,979,208","3,915,412","3,286,554","1,973,936","3,570,038","3,556,203","7,426,629","5,328,420","3,410,058","3,740,681","3,817,902","1,782,525","3,440,388"
1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*,Lipid,Phosphatidylcholine (PC),LC/MS Pos Late,2003,756.55378,,,HMDB08006,"137,802,256","261,053,696","199,570,288","162,753,408","190,918,224","165,954,320","165,161,120","182,794,608","151,985,968","231,363,344","230,580,512","182,197,952","194,128,832","158,597,936","152,595,632","162,129,040","186,416,192","250,015,072","233,223,584","172,131,200","207,604,400","208,883,488","139,238,096","162,961,568"
1-palmitoleoylglycerol (16:1)*,Lipid,Monoacylglycerol,LC/MS Neg,6094,253.21727,,,HMDB11565,"15,720,052","21,666,344","21,808,704","20,495,740","21,012,326","35,846,084","20,500,038","18,705,114","25,111,932","24,987,632","17,294,648","22,312,272","18,953,968","36,747,072","19,023,288","20,823,216","17,430,288","26,169,390","20,372,948","17,424,290","15,915,611","27,663,316","20,791,884","17,011,582"
1-palmitoleoyl-GPC (16:1)*,Lipid,Lysophospholipid,LC/MS Pos Late,1450,494.32412,24779461,,HMDB10383,"41,068,236","90,139,672","62,227,988","46,573,180","55,212,120","55,856,660","52,876,068","57,259,892","41,730,028","86,072,288","65,847,792","55,208,016","55,790,520","64,493,688","49,824,200","50,458,956","47,801,244","83,334,688","60,242,656","49,581,060","54,330,996","70,771,936","37,080,676","53,702,020"
1-palmitoyl-2-alpha-linolenoyl-GPC (16:0/18:3n3)*,Lipid,Phosphatidylcholine (PC),LC/MS Pos Late,2034,756.55378,,,HMDB07975,"55,370,224","66,030,368","93,564,656","64,245,860","70,861,184","32,253,960","46,651,012","55,578,876","48,474,180","84,165,008","78,034,336","53,214,820","59,241,416","57,502,480","41,604,596","64,360,560","65,782,588","73,926,080","84,412,432","54,104,684","38,734,068","35,027,372","40,493,900","67,572,424"
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),Lipid,Phosphatidylcholine (PC),LC/MS Pos Late,2091,782.56944,10747814,,HMDB07982,"727,814,208","903,251,008","943,872,512","771,628,928","769,820,992","618,969,216","698,607,872","806,801,856","726,022,336","865,853,568","893,275,904","828,105,536","750,194,880","670,235,584","652,282,176","758,690,752","890,973,504","865,843,136","935,296,320","813,248,000","706,278,784","667,584,960","586,434,688","752,854,912"
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,2198,740.52248,9546800,,HMDB05323,"8,565,765","7,328,472","6,106,258","7,700,063","10,709,712","5,468,244","5,514,109","7,855,199","8,291,950","7,036,505","5,932,693","9,736,359","9,869,058","5,228,785","4,597,016","7,125,085","10,537,182","7,043,124","6,810,065","10,796,816","9,804,895","5,811,224","4,743,475","7,251,208"
1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*,Lipid,Phosphatidylinositol (PI),LC/MS Pos Late,2567,876.55966,,,HMDB09789,"38,585,636","47,565,324","44,018,132","36,088,124","39,126,776","16,865,170","27,066,298","33,047,440","39,555,808","45,312,880","43,148,748","36,208,888","37,872,056","18,953,668","23,867,780","30,747,120","48,700,236","46,299,032","45,101,144","36,647,292","35,083,500","19,996,616","20,891,616","29,920,604"
1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6),Lipid,Phosphatidylcholine (PC),LC/MS Pos Late,2023,806.56944,6441886,,HMDB07991,"140,156,352","142,914,704","137,842,880","136,376,784","158,108,336","119,558,544","149,490,160","153,373,184","131,817,368","138,574,528","143,157,072","139,778,672","145,719,024","124,325,480","137,157,600","155,658,640","170,718,032","141,496,384","144,331,184","138,988,368","144,762,240","141,332,064","132,180,240","155,279,232"
1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*,Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,2119,764.52248,9546799,,HMDB05324,"1,198,647","421,235","719,871","492,822","715,889","300,064","575,958","757,403","1,045,182","457,053","592,516","535,863","759,148","426,512","673,790","455,842","1,234,363","409,267","765,575","729,348","731,975",,"613,432","386,449"
1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),Lipid,Phosphatidylcholine (PC),LC/MS Pos Late,2160,758.56944,5287971,,HMDB07973,"1,515,403,904","1,580,519,808","1,712,847,872","1,535,186,944","1,529,731,456","1,242,846,592","1,506,061,696","1,557,420,416","1,506,518,656","1,601,138,048","1,738,869,376","1,603,644,672","1,532,971,648","1,321,902,464","1,449,072,000","1,506,145,152","1,694,253,824","1,623,223,680","1,785,696,896","1,559,785,984","1,464,185,344","1,331,867,648","1,366,504,960","1,470,268,544"
1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,2275,716.52248,9546747,,HMDB05322,"4,636,777","5,097,051","4,837,303","4,847,841","5,956,694","3,236,390","3,933,680","4,579,710","4,372,346","4,980,839","4,562,442","5,959,038","6,355,553","3,180,700","3,166,088","4,049,112","5,399,533","5,352,033","5,054,085","5,255,795","5,450,564","3,271,441","3,157,566","4,532,571"
1-palmitoyl-2-linoleoyl-GPI (16:0/18:2),Lipid,Phosphatidylinositol (PI),LC/MS Pos Late,2730,852.55966,,,HMDB09784,"10,316,664","13,974,951","13,772,926","9,776,148","12,062,876","7,264,481","9,227,463","9,982,044","11,949,919","15,461,960","14,619,937","11,103,076","12,843,070","8,242,821","8,266,144","9,572,862","12,879,713","16,181,936","14,595,249","8,714,109","10,678,019","8,185,575","7,250,395","9,719,367"
1-palmitoyl-2-oleoyl-GPC (16:0/18:1),Lipid,Phosphatidylcholine (PC),LC/MS Pos Late,2358,760.58509,6436017,,HMDB07972,"920,848,192","1,116,687,616","1,169,990,656","967,842,688","991,256,704","844,440,960","1,047,907,840","1,048,613,440","948,872,064","1,167,255,040","1,162,508,032","1,058,855,936","984,629,952","907,817,536","971,297,728","1,017,340,224","1,091,855,232","1,094,925,440","1,175,822,464","995,018,816","964,221,376","911,323,072","913,157,184","1,018,497,728"
1-palmitoyl-2-oleoyl-GPE (16:0/18:1),Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,2509,718.53813,5283496,,HMDB05320,"7,335,827","8,598,815","7,758,571","7,425,793","10,241,550","4,507,946","5,857,030","6,399,865","7,412,072","8,750,393","8,787,483","8,632,858","10,274,876","5,057,230","4,876,703","5,858,202","9,041,784","8,681,118","7,859,895","8,097,245","9,846,216","5,548,922","4,379,677","5,873,316"
1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*,Lipid,Phosphatidylinositol (PI),LC/MS Pos Late,3140,854.57531,,,HMDB09783,"11,669,318","18,743,480","13,289,556","11,783,818","13,278,706","8,457,521","8,692,644","11,097,243","13,263,268","19,020,052","15,734,062","13,307,791","14,941,053","9,700,491","8,692,280","10,500,950","14,797,409","18,542,208","16,004,336","11,354,491","13,107,743","11,863,971","6,014,657","10,659,716"
1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,Lipid,Phosphatidylcholine (PC),LC/MS Pos Late,2160,732.55378,,,HMDB07969,"37,098,016","59,520,500","55,169,032","39,998,616","48,441,808","39,152,336","52,114,832","43,354,572","38,748,836","57,534,852","55,646,988","43,210,376","48,224,292","40,856,608","50,958,792","40,471,696","45,376,820","57,559,092","57,440,896","40,657,324","46,452,808","41,883,996","44,302,668","39,448,036"
1-palmitoyl-2-stearoyl-GPC (16:0/18:0),Lipid,Phosphatidylcholine (PC),LC/MS Pos Late,2653,762.60074,,,HMDB07970,"27,616,128","32,486,450","35,822,780","36,186,104","36,409,704","24,330,136","19,993,864","36,801,388","27,505,698","38,514,224","40,708,700","37,118,192","35,533,920","26,239,658","20,526,936","34,744,028","29,509,546","33,478,352","42,117,184","35,500,864","33,773,736","25,070,000","16,157,674","33,543,160"
1-palmitoyl-2-stearoyl-GPE (16:0/18:0)*,Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,2850,720.55378,5326793,,HMDB08925,"498,245","1,161,430","794,505","924,836","893,637","327,823","370,502","664,109","510,130","1,235,758","1,301,554","1,222,943","1,122,851","410,192","249,217","375,668","652,722","1,187,355","1,053,020","912,469","862,478","374,429","166,640","471,555"
1-palmitoylglycerol (16:0),Lipid,Monoacylglycerol,LC/MS Neg,6550,255.23293,14900,,HMDB31074,"103,616,528","90,163,424","121,703,488","162,435,328","116,423,504","205,700,864","150,196,416","107,072,768","198,872,000","102,233,240","107,848,672","174,925,056","109,445,056","209,472,912","154,053,344","121,512,848","128,552,448","122,401,528","129,980,728","109,480,568","91,675,824","170,795,264","186,054,480","107,293,368"
1-palmitoyl-GPA (16:0),Lipid,Lysophospholipid,LC/MS Neg,5600,409.23606,6419701,C04036,HMDB00327,"1,329,673","2,188,326","1,973,457","3,197,300","1,234,193","4,020,405","2,201,409","1,813,304","3,287,396","2,099,445","2,412,707","4,328,115","751,922","2,146,160","2,202,910","1,532,570","1,361,140","3,021,091","1,498,056","2,756,368","1,289,944","3,421,733","3,276,249","1,555,869"
1-palmitoyl-GPC (16:0),Lipid,Lysophospholipid,LC/MS Pos Late,1525,496.33977,86554,,HMDB10382,"622,376,192","812,980,416","904,379,072","690,313,856","599,036,480","579,198,464","660,847,232","699,574,720","621,052,800","835,116,992","901,301,696","803,794,240","628,262,528","656,763,264","679,378,304","707,182,144","683,649,024","802,510,912","836,862,272","710,100,928","577,128,000","698,359,488","512,422,816","730,403,136"
1-palmitoyl-GPE (16:0),Lipid,Lysophospholipid,LC/MS Pos Late,1544,454.29282,9547069,,HMDB11503,"4,000,214","6,515,391","6,305,651","5,041,979","4,909,288","3,607,863","4,743,164","5,159,160","4,374,199","6,435,626","6,553,185","6,068,663","5,215,117","3,863,499","4,219,080","4,927,112","5,231,888","6,849,440","6,456,484","5,155,326","3,592,850","4,355,977","3,280,663","5,100,390"
1-palmitoyl-GPG (16:0)*,Lipid,Lysophospholipid,LC/MS Neg,5570,483.27284,3300276,,,"737,327","433,064","548,319","234,490","248,647","240,089","295,632","395,916","557,682","391,768","269,934","275,650","219,289","344,996","414,033","348,744","360,101","528,137","364,179","177,743","170,520","324,984","375,885","281,821"
1-palmitoyl-GPI (16:0),Lipid,Lysophospholipid,LC/MS Neg,5564,571.28888,,,HMDB61695,"3,035,974","2,794,514","6,594,957","3,354,674","1,419,098","1,788,459","2,214,682","2,557,832","4,345,713","4,569,603","5,501,356","5,077,098","1,465,259","3,417,819","3,419,498","2,218,963","2,603,908","4,504,537","3,702,391","4,526,714","2,403,596","3,599,023","4,803,746","2,420,735"
1-pentadecanoylglycerol (15:0),Lipid,Monoacylglycerol,LC/MS Neg,6200,241.21728,190750,,,"2,080,808","2,081,256","2,441,151","3,145,209","2,176,779","3,915,573","3,266,877","2,154,433","3,902,415","2,730,326","2,283,747","3,451,007","2,093,363","3,705,250","3,099,325","2,550,864","2,876,997","3,252,492","2,651,286","2,712,209","2,278,091","3,280,038","3,622,998","2,367,495"
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),Lipid,Phosphatidylcholine (PC),LC/MS Pos Late,2300,810.60074,16219824,,HMDB08048,"1,551,001,088","1,662,472,448","1,731,057,280","1,662,842,752","1,521,944,576","1,335,630,464","1,404,735,360","1,631,199,872","1,552,384,640","1,662,731,008","1,707,512,320","1,732,603,648","1,567,963,904","1,434,109,440","1,343,908,608","1,520,103,936","1,791,801,216","1,598,711,424","1,795,734,272","1,667,456,384","1,554,796,416","1,430,398,464","1,217,700,224","1,528,549,504"
1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,2424,768.55378,5289133,,HMDB09003,"67,859,152","44,857,716","41,607,652","52,812,384","69,656,896","34,655,304","42,841,832","44,027,324","66,944,396","44,408,796","42,852,552","57,687,664","67,659,568","37,234,824","38,813,260","40,331,440","78,719,112","44,290,032","45,216,688","58,345,664","66,023,512","39,635,512","36,723,344","40,164,792"
1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),Lipid,Phosphatidylinositol (PI),LC/MS Pos Late,3000,904.59096,,,HMDB09815,"280,103,456","333,936,000","300,229,440","308,581,824","323,240,320","189,595,920","271,758,656","271,261,280","287,238,400","319,673,952","316,871,360","327,657,632","321,259,520","208,513,296","234,701,856","236,732,528","334,174,720","319,978,304","316,595,360","322,403,456","300,152,064","230,242,896","212,265,184","246,906,768"
1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,Lipid,Phosphatidylcholine (PC),LC/MS Pos Late,2380,786.60074,,,HMDB08039,"2,358,194,944","2,350,594,304","2,531,067,648","2,384,737,792","2,304,451,840","1,880,018,304","2,129,409,536","2,352,119,040","2,288,294,144","2,340,803,584","2,415,845,376","2,440,952,064","2,352,386,048","2,129,745,792","2,092,086,784","2,249,766,656","2,566,226,176","2,324,194,560","2,476,901,120","2,326,358,784","2,244,780,800","2,104,816,640","1,897,938,304","2,271,667,456"
1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,2522,744.55378,9546749,,HMDB08994,"74,692,432","86,048,384","75,575,528","87,766,648","107,837,128","48,322,824","67,860,336","66,433,380","77,256,024","84,434,104","87,554,800","98,287,512","110,885,848","53,350,524","60,067,268","59,052,184","95,537,592","87,330,352","92,730,768","88,941,528","96,884,872","57,061,472","53,126,436","62,114,164"
1-stearoyl-2-linoleoyl-GPI (18:0/18:2),Lipid,Phosphatidylinositol (PI),LC/MS Pos Late,3185,880.59096,,,HMDB09809,"41,314,516","66,953,324","57,048,056","45,494,636","58,395,572","40,383,848","47,224,464","45,539,372","40,591,692","66,052,300","61,269,492","52,838,512","59,256,384","45,565,904","41,736,168","42,349,556","51,656,448","64,931,384","64,091,280","48,290,140","49,615,732","45,410,512","34,613,852","41,160,780"
1-stearoyl-2-oleoyl-GPC (18:0/18:1),Lipid,Phosphatidylcholine (PC),LC/MS Pos Late,2644,788.61639,,,HMDB08038,"1,363,912,832","1,558,330,880","1,510,145,920","1,427,029,760","1,484,517,632","1,195,891,328","1,311,025,664","1,408,067,072","1,364,955,520","1,561,196,544","1,517,732,352","1,456,586,496","1,467,972,864","1,276,756,480","1,278,140,800","1,332,948,480","1,553,901,696","1,509,699,456","1,571,133,312","1,396,097,792","1,393,703,808","1,247,145,728","1,097,415,040","1,309,098,368"
1-stearoyl-2-oleoyl-GPE (18:0/18:1),Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,2858,746.56944,,,HMDB08993,"25,785,112","43,041,060","40,545,956","36,843,196","36,164,352","11,539,308","19,103,748","24,574,642","28,153,644","46,314,392","52,360,880","47,884,936","40,529,680","14,163,008","15,641,061","19,729,424","39,115,560","48,084,528","47,654,940","37,238,408","35,015,384","16,133,866","11,967,983","20,491,048"
1-stearoyl-2-oleoyl-GPG (18:0/18:1),Lipid,Phosphatidylglycerol (PG),LC/MS Polar,717,775.54946,,,,"639,262","914,960","732,242","1,129,737","530,625",,"781,636","1,045,592","1,001,641","1,020,475",,"1,282,645","464,431","563,614","1,144,220","655,610","867,288","617,883","1,258,655","1,386,695",,"552,818","1,200,157","992,519"
1-stearoyl-2-oleoyl-GPI (18:0/18:1)*,Lipid,Phosphatidylinositol (PI),LC/MS Pos Late,3711,882.60661,,,,"10,068,337","18,111,864","12,796,554","8,240,001","12,050,749","9,772,499","9,345,595","9,497,462","10,572,377","17,881,140","14,008,097","11,653,353","13,611,828","12,294,768","8,392,215","9,007,604","12,762,209","15,925,259","12,054,711","8,917,367","12,735,051","11,998,892","6,459,684","8,501,391"
1-stearoyl-GPA (18:0),Lipid,Lysophospholipid,LC/MS Neg,5829,437.26736,89567,,,"256,447","238,722","416,972","469,441","375,719","576,298","191,804","310,613","360,255","400,040","353,664","807,773","356,340","623,826","387,716","514,046","302,854","272,433","417,589","379,930","160,623","480,643","368,840","197,157"
1-stearoyl-GPC (18:0),Lipid,Lysophospholipid,LC/MS Pos Late,1606,524.37107,497299,,HMDB10384,"644,259,648","919,373,312","1,021,684,352","815,623,744","688,966,528","631,308,096","642,837,824","830,936,384","709,436,224","960,266,624","1,127,914,112","1,005,762,368","711,768,000","761,171,776","643,151,552","843,583,168","821,252,800","887,541,504","1,028,695,040","903,550,336","704,945,600","773,879,040","567,231,616","862,366,528"
1-stearoyl-GPE (18:0),Lipid,Lysophospholipid,LC/MS Pos Late,1626,482.32412,9547068,,HMDB11130,"16,362,884","21,398,012","22,535,872","20,007,000","18,073,570","13,037,748","15,250,666","19,128,016","17,170,028","21,856,160","23,566,594","23,044,962","18,610,864","15,909,920","14,415,629","17,094,632","21,715,134","20,026,372","22,504,234","20,538,380","17,535,414","17,155,356","11,340,494","18,569,000"
1-stearoyl-GPG (18:0),Lipid,Lysophospholipid,LC/MS Neg,5816,511.30414,,,,"385,443","480,596","391,679","285,675","358,018","378,486","333,912","431,232","555,298","519,621","399,002","377,791","258,737","415,924","414,268","365,999","501,719","506,187","486,206","282,512","201,643","439,040","454,970","392,308"
1-stearoyl-GPI (18:0),Lipid,Lysophospholipid,LC/MS Neg,5794,599.32018,,,HMDB61696,"7,489,997","11,142,510","23,223,572","11,797,762","11,077,166","10,892,539","12,955,977","10,345,053","12,921,617","21,060,004","21,161,320","17,464,670","9,332,067","16,847,944","17,100,794","11,233,606","13,251,275","11,091,365","21,280,126","20,895,680","11,532,641","17,877,510","16,543,205","11,883,264"
1-stearoyl-GPS (18:0)*,Lipid,Lysophospholipid,LC/MS Neg,5800,524.29939,9547101,,,"755,731",,"160,106",,"1,253,618","326,217","199,239","524,538","914,720",,"132,062","437,968","941,807","343,924","232,912","451,897","896,720",,"171,941","383,726","557,980","368,466","171,450","598,620"
